type,client,tx,amount
deposit,100,2700,1000.0
deposit,1,2701,10.0
deposit,2,2702,20.0
deposit,3,2703,30.0
deposit,4,2704,40.0
deposit,5,2705,50.0
deposit,6,2706,60.0
deposit,7,2707,70.0
deposit,8,2708,80.0
deposit,9,2709,90.0
deposit,10,2710,100.0
deposit,11,2711,110.0
deposit,12,2712,120.0
deposit,13,2713,130.0
deposit,14,2714,140.0
deposit,15,2715,150.0
deposit,16,2716,160.0
deposit,17,2717,170.0
deposit,18,2718,180.0
deposit,19,2719,190.0
deposit,20,2720,200.0
deposit,21,2721,210.0
deposit,22,2722,220.0
deposit,23,2723,230.0
deposit,24,2724,240.0
deposit,25,2725,250.0
deposit,26,2726,260.0
deposit,27,2727,270.0
deposit,28,2728,280.0
deposit,29,2729,290.0
deposit,30,2730,300.0
deposit,31,2731,310.0
deposit,32,2732,320.0
deposit,33,2733,330.0
deposit,34,2734,340.0
deposit,35,2735,350.0
deposit,36,2736,360.0
deposit,37,2737,370.0
deposit,38,2738,380.0
deposit,39,2739,390.0
deposit,40,2740,400.0
deposit,41,2741,410.0
deposit,42,2742,420.0
deposit,43,2743,430.0
deposit,44,2744,440.0
deposit,45,2745,450.0
deposit,46,2746,460.0
deposit,47,2747,470.0
deposit,48,2748,480.0
deposit,49,2749,490.0
deposit,50,2750,500.0
deposit,51,2751,510.0
deposit,52,2752,520.0
deposit,53,2753,530.0
deposit,54,2754,540.0
deposit,55,2755,550.0
deposit,56,2756,560.0
deposit,57,2757,570.0
deposit,58,2758,580.0
deposit,59,2759,590.0
deposit,60,2760,600.0
deposit,61,2761,610.0
deposit,62,2762,620.0
deposit,63,2763,630.0
deposit,64,2764,640.0
deposit,65,2765,650.0
deposit,66,2766,660.0
deposit,67,2767,670.0
deposit,68,2768,680.0
deposit,69,2769,690.0
deposit,70,2770,700.0
deposit,71,2771,710.0
deposit,72,2772,720.0
deposit,73,2773,730.0
deposit,74,2774,740.0
deposit,75,2775,750.0
deposit,76,2776,760.0
deposit,77,2777,770.0
deposit,78,2778,780.0
deposit,79,2779,790.0
deposit,80,2780,800.0
deposit,81,2781,810.0
deposit,82,2782,820.0
deposit,83,2783,830.0
deposit,84,2784,840.0
deposit,85,2785,850.0
deposit,86,2786,860.0
deposit,87,2787,870.0
deposit,88,2788,880.0
deposit,89,2789,890.0
deposit,90,2790,900.0
deposit,91,2791,910.0
deposit,92,2792,920.0
deposit,93,2793,930.0
deposit,94,2794,940.0
deposit,95,2795,950.0
deposit,96,2796,960.0
deposit,97,2797,970.0
deposit,98,2798,980.0
deposit,99,2799,990.0
deposit,100,2800,1000.0
deposit,1,2801,10.0
deposit,2,2802,20.0
deposit,3,2803,30.0
deposit,4,2804,40.0
deposit,5,2805,50.0
deposit,6,2806,60.0
deposit,7,2807,70.0
deposit,8,2808,80.0
deposit,9,2809,90.0
deposit,10,2810,100.0
deposit,11,2811,110.0
deposit,12,2812,120.0
deposit,13,2813,130.0
deposit,14,2814,140.0
deposit,15,2815,150.0
deposit,16,2816,160.0
deposit,17,2817,170.0
deposit,18,2818,180.0
deposit,19,2819,190.0
deposit,20,2820,200.0
deposit,21,2821,210.0
deposit,22,2822,220.0
deposit,23,2823,230.0
deposit,24,2824,240.0
deposit,25,2825,250.0
deposit,26,2826,260.0
deposit,27,2827,270.0
deposit,28,2828,280.0
deposit,29,2829,290.0
deposit,30,2830,300.0
deposit,31,2831,310.0
deposit,32,2832,320.0
deposit,33,2833,330.0
deposit,34,2834,340.0
deposit,35,2835,350.0
deposit,36,2836,360.0
deposit,37,2837,370.0
deposit,38,2838,380.0
deposit,39,2839,390.0
deposit,40,2840,400.0
deposit,41,2841,410.0
deposit,42,2842,420.0
deposit,43,2843,430.0
deposit,44,2844,440.0
deposit,45,2845,450.0
deposit,46,2846,460.0
deposit,47,2847,470.0
deposit,48,2848,480.0
deposit,49,2849,490.0
deposit,50,2850,500.0
deposit,51,2851,510.0
deposit,52,2852,520.0
deposit,53,2853,530.0
deposit,54,2854,540.0
deposit,55,2855,550.0
deposit,56,2856,560.0
deposit,57,2857,570.0
deposit,58,2858,580.0
deposit,59,2859,590.0
deposit,60,2860,600.0
deposit,61,2861,610.0
deposit,62,2862,620.0
deposit,63,2863,630.0
deposit,64,2864,640.0
deposit,65,2865,650.0
deposit,66,2866,660.0
deposit,67,2867,670.0
deposit,68,2868,680.0
deposit,69,2869,690.0
deposit,70,2870,700.0
deposit,71,2871,710.0
deposit,72,2872,720.0
deposit,73,2873,730.0
deposit,74,2874,740.0
deposit,75,2875,750.0
deposit,76,2876,760.0
deposit,77,2877,770.0
deposit,78,2878,780.0
deposit,79,2879,790.0
deposit,80,2880,800.0
deposit,81,2881,810.0
deposit,82,2882,820.0
deposit,83,2883,830.0
deposit,84,2884,840.0
deposit,85,2885,850.0
deposit,86,2886,860.0
deposit,87,2887,870.0
deposit,88,2888,880.0
deposit,89,2889,890.0
deposit,90,2890,900.0
deposit,91,2891,910.0
deposit,92,2892,920.0
deposit,93,2893,930.0
deposit,94,2894,940.0
deposit,95,2895,950.0
deposit,96,2896,960.0
deposit,97,2897,970.0
deposit,98,2898,980.0
deposit,99,2899,990.0
deposit,100,2900,1000.0
deposit,1,2901,10.0
deposit,2,2902,20.0
deposit,3,2903,30.0
deposit,4,2904,40.0
deposit,5,2905,50.0
deposit,6,2906,60.0
deposit,7,2907,70.0
deposit,8,2908,80.0
deposit,9,2909,90.0
deposit,10,2910,100.0
deposit,11,2911,110.0
deposit,12,2912,120.0
deposit,13,2913,130.0
deposit,14,2914,140.0
deposit,15,2915,150.0
deposit,16,2916,160.0
deposit,17,2917,170.0
deposit,18,2918,180.0
deposit,19,2919,190.0
deposit,20,2920,200.0
deposit,21,2921,210.0
deposit,22,2922,220.0
deposit,23,2923,230.0
deposit,24,2924,240.0
deposit,25,2925,250.0
deposit,26,2926,260.0
deposit,27,2927,270.0
deposit,28,2928,280.0
deposit,29,2929,290.0
deposit,30,2930,300.0
deposit,31,2931,310.0
deposit,32,2932,320.0
deposit,33,2933,330.0
deposit,34,2934,340.0
deposit,35,2935,350.0
deposit,36,2936,360.0
deposit,37,2937,370.0
deposit,38,2938,380.0
deposit,39,2939,390.0
deposit,40,2940,400.0
deposit,41,2941,410.0
deposit,42,2942,420.0
deposit,43,2943,430.0
deposit,44,2944,440.0
deposit,45,2945,450.0
deposit,46,2946,460.0
deposit,47,2947,470.0
deposit,48,2948,480.0
deposit,49,2949,490.0
deposit,50,2950,500.0
deposit,51,2951,510.0
deposit,52,2952,520.0
deposit,53,2953,530.0
deposit,54,2954,540.0
deposit,55,2955,550.0
deposit,56,2956,560.0
deposit,57,2957,570.0
deposit,58,2958,580.0
deposit,59,2959,590.0
deposit,60,2960,600.0
deposit,61,2961,610.0
deposit,62,2962,620.0
deposit,63,2963,630.0
deposit,64,2964,640.0
deposit,65,2965,650.0
deposit,66,2966,660.0
deposit,67,2967,670.0
deposit,68,2968,680.0
deposit,69,2969,690.0
deposit,70,2970,700.0
deposit,71,2971,710.0
deposit,72,2972,720.0
deposit,73,2973,730.0
deposit,74,2974,740.0
deposit,75,2975,750.0
deposit,76,2976,760.0
deposit,77,2977,770.0
deposit,78,2978,780.0
deposit,79,2979,790.0
deposit,80,2980,800.0
deposit,81,2981,810.0
deposit,82,2982,820.0
deposit,83,2983,830.0
deposit,84,2984,840.0
deposit,85,2985,850.0
deposit,86,2986,860.0
deposit,87,2987,870.0
deposit,88,2988,880.0
deposit,89,2989,890.0
deposit,90,2990,900.0
deposit,91,2991,910.0
deposit,92,2992,920.0
deposit,93,2993,930.0
deposit,94,2994,940.0
deposit,95,2995,950.0
deposit,96,2996,960.0
deposit,97,2997,970.0
deposit,98,2998,980.0
deposit,99,2999,990.0
deposit,100,3000,1000.0
deposit,1,3001,10.0
deposit,2,3002,20.0
deposit,3,3003,30.0
deposit,4,3004,40.0
deposit,5,3005,50.0
deposit,6,3006,60.0
deposit,7,3007,70.0
deposit,8,3008,80.0
deposit,9,3009,90.0
deposit,10,3010,100.0
deposit,11,3011,110.0
deposit,12,3012,120.0
deposit,13,3013,130.0
deposit,14,3014,140.0
deposit,15,3015,150.0
deposit,16,3016,160.0
deposit,17,3017,170.0
deposit,18,3018,180.0
deposit,19,3019,190.0
deposit,20,3020,200.0
deposit,21,3021,210.0
deposit,22,3022,220.0
deposit,23,3023,230.0
deposit,24,3024,240.0
deposit,25,3025,250.0
deposit,26,3026,260.0
deposit,27,3027,270.0
deposit,28,3028,280.0
deposit,29,3029,290.0
deposit,30,3030,300.0
deposit,31,3031,310.0
deposit,32,3032,320.0
deposit,33,3033,330.0
deposit,34,3034,340.0
deposit,35,3035,350.0
deposit,36,3036,360.0
deposit,37,3037,370.0
deposit,38,3038,380.0
deposit,39,3039,390.0
deposit,40,3040,400.0
deposit,41,3041,410.0
deposit,42,3042,420.0
deposit,43,3043,430.0
deposit,44,3044,440.0
deposit,45,3045,450.0
deposit,46,3046,460.0
deposit,47,3047,470.0
deposit,48,3048,480.0
deposit,49,3049,490.0
deposit,50,3050,500.0
deposit,51,3051,510.0
deposit,52,3052,520.0
deposit,53,3053,530.0
deposit,54,3054,540.0
deposit,55,3055,550.0
deposit,56,3056,560.0
deposit,57,3057,570.0
deposit,58,3058,580.0
deposit,59,3059,590.0
deposit,60,3060,600.0
deposit,61,3061,610.0
deposit,62,3062,620.0
deposit,63,3063,630.0
deposit,64,3064,640.0
deposit,65,3065,650.0
deposit,66,3066,660.0
deposit,67,3067,670.0
deposit,68,3068,680.0
deposit,69,3069,690.0
deposit,70,3070,700.0
deposit,71,3071,710.0
deposit,72,3072,720.0
deposit,73,3073,730.0
deposit,74,3074,740.0
deposit,75,3075,750.0
deposit,76,3076,760.0
deposit,77,3077,770.0
deposit,78,3078,780.0
deposit,79,3079,790.0
deposit,80,3080,800.0
deposit,81,3081,810.0
deposit,82,3082,820.0
deposit,83,3083,830.0
deposit,84,3084,840.0
deposit,85,3085,850.0
deposit,86,3086,860.0
deposit,87,3087,870.0
deposit,88,3088,880.0
deposit,89,3089,890.0
deposit,90,3090,900.0
deposit,91,3091,910.0
deposit,92,3092,920.0
deposit,93,3093,930.0
deposit,94,3094,940.0
deposit,95,3095,950.0
deposit,96,3096,960.0
deposit,97,3097,970.0
deposit,98,3098,980.0
deposit,99,3099,990.0
deposit,100,3100,1000.0
deposit,1,3101,10.0
deposit,2,3102,20.0
deposit,3,3103,30.0
deposit,4,3104,40.0
deposit,5,3105,50.0
deposit,6,3106,60.0
deposit,7,3107,70.0
deposit,8,3108,80.0
deposit,9,3109,90.0
deposit,10,3110,100.0
deposit,11,3111,110.0
deposit,12,3112,120.0
deposit,13,3113,130.0
deposit,14,3114,140.0
deposit,15,3115,150.0
deposit,16,3116,160.0
deposit,17,3117,170.0
deposit,18,3118,180.0
deposit,19,3119,190.0
deposit,20,3120,200.0
deposit,21,3121,210.0
deposit,22,3122,220.0
deposit,23,3123,230.0
deposit,24,3124,240.0
deposit,25,3125,250.0
deposit,26,3126,260.0
deposit,27,3127,270.0
deposit,28,3128,280.0
deposit,29,3129,290.0
deposit,30,3130,300.0
deposit,31,3131,310.0
deposit,32,3132,320.0
deposit,33,3133,330.0
deposit,34,3134,340.0
deposit,35,3135,350.0
deposit,36,3136,360.0
deposit,37,3137,370.0
deposit,38,3138,380.0
deposit,39,3139,390.0
deposit,40,3140,400.0
deposit,41,3141,410.0
deposit,42,3142,420.0
deposit,43,3143,430.0
deposit,44,3144,440.0
deposit,45,3145,450.0
deposit,46,3146,460.0
deposit,47,3147,470.0
deposit,48,3148,480.0
deposit,49,3149,490.0
deposit,50,3150,500.0
deposit,51,3151,510.0
deposit,52,3152,520.0
deposit,53,3153,530.0
deposit,54,3154,540.0
deposit,55,3155,550.0
deposit,56,3156,560.0
deposit,57,3157,570.0
deposit,58,3158,580.0
deposit,59,3159,590.0
deposit,60,3160,600.0
deposit,61,3161,610.0
deposit,62,3162,620.0
deposit,63,3163,630.0
deposit,64,3164,640.0
deposit,65,3165,650.0
deposit,66,3166,660.0
deposit,67,3167,670.0
deposit,68,3168,680.0
deposit,69,3169,690.0
deposit,70,3170,700.0
deposit,71,3171,710.0
deposit,72,3172,720.0
deposit,73,3173,730.0
deposit,74,3174,740.0
deposit,75,3175,750.0
deposit,76,3176,760.0
deposit,77,3177,770.0
deposit,78,3178,780.0
deposit,79,3179,790.0
deposit,80,3180,800.0
deposit,81,3181,810.0
deposit,82,3182,820.0
deposit,83,3183,830.0
deposit,84,3184,840.0
deposit,85,3185,850.0
deposit,86,3186,860.0
deposit,87,3187,870.0
deposit,88,3188,880.0
deposit,89,3189,890.0
deposit,90,3190,900.0
deposit,91,3191,910.0
deposit,92,3192,920.0
deposit,93,3193,930.0
deposit,94,3194,940.0
deposit,95,3195,950.0
deposit,96,3196,960.0
deposit,97,3197,970.0
deposit,98,3198,980.0
deposit,99,3199,990.0
deposit,100,3200,1000.0
deposit,1,3201,10.0
deposit,2,3202,20.0
deposit,3,3203,30.0
deposit,4,3204,40.0
deposit,5,3205,50.0
deposit,6,3206,60.0
deposit,7,3207,70.0
deposit,8,3208,80.0
deposit,9,3209,90.0
deposit,10,3210,100.0
deposit,11,3211,110.0
deposit,12,3212,120.0
deposit,13,3213,130.0
deposit,14,3214,140.0
deposit,15,3215,150.0
deposit,16,3216,160.0
deposit,17,3217,170.0
deposit,18,3218,180.0
deposit,19,3219,190.0
deposit,20,3220,200.0
deposit,21,3221,210.0
deposit,22,3222,220.0
deposit,23,3223,230.0
deposit,24,3224,240.0
deposit,25,3225,250.0
deposit,26,3226,260.0
deposit,27,3227,270.0
deposit,28,3228,280.0
deposit,29,3229,290.0
deposit,30,3230,300.0
deposit,31,3231,310.0
deposit,32,3232,320.0
deposit,33,3233,330.0
deposit,34,3234,340.0
deposit,35,3235,350.0
deposit,36,3236,360.0
deposit,37,3237,370.0
deposit,38,3238,380.0
deposit,39,3239,390.0
deposit,40,3240,400.0
deposit,41,3241,410.0
deposit,42,3242,420.0
deposit,43,3243,430.0
deposit,44,3244,440.0
deposit,45,3245,450.0
deposit,46,3246,460.0
deposit,47,3247,470.0
deposit,48,3248,480.0
deposit,49,3249,490.0
deposit,50,3250,500.0
deposit,51,3251,510.0
deposit,52,3252,520.0
deposit,53,3253,530.0
deposit,54,3254,540.0
deposit,55,3255,550.0
deposit,56,3256,560.0
deposit,57,3257,570.0
deposit,58,3258,580.0
deposit,59,3259,590.0
deposit,60,3260,600.0
deposit,61,3261,610.0
deposit,62,3262,620.0
deposit,63,3263,630.0
deposit,64,3264,640.0
deposit,65,3265,650.0
deposit,66,3266,660.0
deposit,67,3267,670.0
deposit,68,3268,680.0
deposit,69,3269,690.0
deposit,70,3270,700.0
deposit,71,3271,710.0
deposit,72,3272,720.0
deposit,73,3273,730.0
deposit,74,3274,740.0
deposit,75,3275,750.0
deposit,76,3276,760.0
deposit,77,3277,770.0
deposit,78,3278,780.0
deposit,79,3279,790.0
deposit,80,3280,800.0
deposit,81,3281,810.0
deposit,82,3282,820.0
deposit,83,3283,830.0
deposit,84,3284,840.0
deposit,85,3285,850.0
deposit,86,3286,860.0
deposit,87,3287,870.0
deposit,88,3288,880.0
deposit,89,3289,890.0
deposit,90,3290,900.0
deposit,91,3291,910.0
deposit,92,3292,920.0
deposit,93,3293,930.0
deposit,94,3294,940.0
deposit,95,3295,950.0
deposit,96,3296,960.0
deposit,97,3297,970.0
deposit,98,3298,980.0
deposit,99,3299,990.0
deposit,100,3300,1000.0
deposit,1,3301,10.0
deposit,2,3302,20.0
deposit,3,3303,30.0
deposit,4,3304,40.0
deposit,5,3305,50.0
deposit,6,3306,60.0
deposit,7,3307,70.0
deposit,8,3308,80.0
deposit,9,3309,90.0
deposit,10,3310,100.0
deposit,11,3311,110.0
deposit,12,3312,120.0
deposit,13,3313,130.0
deposit,14,3314,140.0
deposit,15,3315,150.0
deposit,16,3316,160.0
deposit,17,3317,170.0
deposit,18,3318,180.0
deposit,19,3319,190.0
deposit,20,3320,200.0
deposit,21,3321,210.0
deposit,22,3322,220.0
deposit,23,3323,230.0
deposit,24,3324,240.0
deposit,25,3325,250.0
deposit,26,3326,260.0
deposit,27,3327,270.0
deposit,28,3328,280.0
deposit,29,3329,290.0
deposit,30,3330,300.0
deposit,31,3331,310.0
deposit,32,3332,320.0
deposit,33,3333,330.0
deposit,34,3334,340.0
deposit,35,3335,350.0
deposit,36,3336,360.0
deposit,37,3337,370.0
deposit,38,3338,380.0
deposit,39,3339,390.0
deposit,40,3340,400.0
deposit,41,3341,410.0
deposit,42,3342,420.0
deposit,43,3343,430.0
deposit,44,3344,440.0
deposit,45,3345,450.0
deposit,46,3346,460.0
deposit,47,3347,470.0
deposit,48,3348,480.0
deposit,49,3349,490.0
deposit,50,3350,500.0
deposit,51,3351,510.0
deposit,52,3352,520.0
deposit,53,3353,530.0
deposit,54,3354,540.0
deposit,55,3355,550.0
deposit,56,3356,560.0
deposit,57,3357,570.0
deposit,58,3358,580.0
deposit,59,3359,590.0
deposit,60,3360,600.0
deposit,61,3361,610.0
deposit,62,3362,620.0
deposit,63,3363,630.0
deposit,64,3364,640.0
deposit,65,3365,650.0
deposit,66,3366,660.0
deposit,67,3367,670.0
deposit,68,3368,680.0
deposit,69,3369,690.0
deposit,70,3370,700.0
deposit,71,3371,710.0
deposit,72,3372,720.0
deposit,73,3373,730.0
deposit,74,3374,740.0
deposit,75,3375,750.0
deposit,76,3376,760.0
deposit,77,3377,770.0
deposit,78,3378,780.0
deposit,79,3379,790.0
deposit,80,3380,800.0
deposit,81,3381,810.0
deposit,82,3382,820.0
deposit,83,3383,830.0
deposit,84,3384,840.0
deposit,85,3385,850.0
deposit,86,3386,860.0
deposit,87,3387,870.0
deposit,88,3388,880.0
deposit,89,3389,890.0
deposit,90,3390,900.0
deposit,91,3391,910.0
deposit,92,3392,920.0
deposit,93,3393,930.0
deposit,94,3394,940.0
deposit,95,3395,950.0
deposit,96,3396,960.0
deposit,97,3397,970.0
deposit,98,3398,980.0
deposit,99,3399,990.0
deposit,100,3400,1000.0
deposit,1,3401,10.0
deposit,2,3402,20.0
deposit,3,3403,30.0
deposit,4,3404,40.0
deposit,5,3405,50.0
deposit,6,3406,60.0
deposit,7,3407,70.0
deposit,8,3408,80.0
deposit,9,3409,90.0
deposit,10,3410,100.0
deposit,11,3411,110.0
deposit,12,3412,120.0
deposit,13,3413,130.0
deposit,14,3414,140.0
deposit,15,3415,150.0
deposit,16,3416,160.0
deposit,17,3417,170.0
deposit,18,3418,180.0
deposit,19,3419,190.0
deposit,20,3420,200.0
deposit,21,3421,210.0
deposit,22,3422,220.0
deposit,23,3423,230.0
deposit,24,3424,240.0
deposit,25,3425,250.0
deposit,26,3426,260.0
deposit,27,3427,270.0
deposit,28,3428,280.0
deposit,29,3429,290.0
deposit,30,3430,300.0
deposit,31,3431,310.0
deposit,32,3432,320.0
deposit,33,3433,330.0
deposit,34,3434,340.0
deposit,35,3435,350.0
deposit,36,3436,360.0
deposit,37,3437,370.0
deposit,38,3438,380.0
deposit,39,3439,390.0
deposit,40,3440,400.0
deposit,41,3441,410.0
deposit,42,3442,420.0
deposit,43,3443,430.0
deposit,44,3444,440.0
deposit,45,3445,450.0
deposit,46,3446,460.0
deposit,47,3447,470.0
deposit,48,3448,480.0
deposit,49,3449,490.0
deposit,50,3450,500.0
deposit,51,3451,510.0
deposit,52,3452,520.0
deposit,53,3453,530.0
deposit,54,3454,540.0
deposit,55,3455,550.0
deposit,56,3456,560.0
deposit,57,3457,570.0
deposit,58,3458,580.0
deposit,59,3459,590.0
deposit,60,3460,600.0
deposit,61,3461,610.0
deposit,62,3462,620.0
deposit,63,3463,630.0
deposit,64,3464,640.0
deposit,65,3465,650.0
deposit,66,3466,660.0
deposit,67,3467,670.0
deposit,68,3468,680.0
deposit,69,3469,690.0
deposit,70,3470,700.0
deposit,71,3471,710.0
deposit,72,3472,720.0
deposit,73,3473,730.0
deposit,74,3474,740.0
deposit,75,3475,750.0
deposit,76,3476,760.0
deposit,77,3477,770.0
deposit,78,3478,780.0
deposit,79,3479,790.0
deposit,80,3480,800.0
deposit,81,3481,810.0
deposit,82,3482,820.0
deposit,83,3483,830.0
deposit,84,3484,840.0
deposit,85,3485,850.0
deposit,86,3486,860.0
deposit,87,3487,870.0
deposit,88,3488,880.0
deposit,89,3489,890.0
deposit,90,3490,900.0
deposit,91,3491,910.0
deposit,92,3492,920.0
deposit,93,3493,930.0
deposit,94,3494,940.0
deposit,95,3495,950.0
deposit,96,3496,960.0
deposit,97,3497,970.0
deposit,98,3498,980.0
deposit,99,3499,990.0
deposit,100,3500,1000.0
deposit,1,3501,10.0
deposit,2,3502,20.0
deposit,3,3503,30.0
deposit,4,3504,40.0
deposit,5,3505,50.0
deposit,6,3506,60.0
deposit,7,3507,70.0
deposit,8,3508,80.0
deposit,9,3509,90.0
deposit,10,3510,100.0
deposit,11,3511,110.0
deposit,12,3512,120.0
deposit,13,3513,130.0
deposit,14,3514,140.0
deposit,15,3515,150.0
deposit,16,3516,160.0
deposit,17,3517,170.0
deposit,18,3518,180.0
deposit,19,3519,190.0
deposit,20,3520,200.0
deposit,21,3521,210.0
deposit,22,3522,220.0
deposit,23,3523,230.0
deposit,24,3524,240.0
deposit,25,3525,250.0
deposit,26,3526,260.0
deposit,27,3527,270.0
deposit,28,3528,280.0
deposit,29,3529,290.0
deposit,30,3530,300.0
deposit,31,3531,310.0
deposit,32,3532,320.0
deposit,33,3533,330.0
deposit,34,3534,340.0
deposit,35,3535,350.0
deposit,36,3536,360.0
deposit,37,3537,370.0
deposit,38,3538,380.0
deposit,39,3539,390.0
deposit,40,3540,400.0
deposit,41,3541,410.0
deposit,42,3542,420.0
deposit,43,3543,430.0
deposit,44,3544,440.0
deposit,45,3545,450.0
deposit,46,3546,460.0
deposit,47,3547,470.0
deposit,48,3548,480.0
deposit,49,3549,490.0
deposit,50,3550,500.0
deposit,51,3551,510.0
deposit,52,3552,520.0
deposit,53,3553,530.0
deposit,54,3554,540.0
deposit,55,3555,550.0
deposit,56,3556,560.0
deposit,57,3557,570.0
deposit,58,3558,580.0
deposit,59,3559,590.0
deposit,60,3560,600.0
deposit,61,3561,610.0
deposit,62,3562,620.0
deposit,63,3563,630.0
deposit,64,3564,640.0
deposit,65,3565,650.0
deposit,66,3566,660.0
deposit,67,3567,670.0
deposit,68,3568,680.0
deposit,69,3569,690.0
deposit,70,3570,700.0
deposit,71,3571,710.0
deposit,72,3572,720.0
deposit,73,3573,730.0
deposit,74,3574,740.0
deposit,75,3575,750.0
deposit,76,3576,760.0
deposit,77,3577,770.0
deposit,78,3578,780.0
deposit,79,3579,790.0
deposit,80,3580,800.0
deposit,81,3581,810.0
deposit,82,3582,820.0
deposit,83,3583,830.0
deposit,84,3584,840.0
deposit,85,3585,850.0
deposit,86,3586,860.0
deposit,87,3587,870.0
deposit,88,3588,880.0
deposit,89,3589,890.0
deposit,90,3590,900.0
deposit,91,3591,910.0
deposit,92,3592,920.0
deposit,93,3593,930.0
deposit,94,3594,940.0
deposit,95,3595,950.0
deposit,96,3596,960.0
deposit,97,3597,970.0
deposit,98,3598,980.0
deposit,99,3599,990.0
deposit,100,3600,1000.0
deposit,1,3601,10.0
deposit,2,3602,20.0
deposit,3,3603,30.0
deposit,4,3604,40.0
deposit,5,3605,50.0
deposit,6,3606,60.0
deposit,7,3607,70.0
deposit,8,3608,80.0
deposit,9,3609,90.0
deposit,10,3610,100.0
deposit,11,3611,110.0
deposit,12,3612,120.0
deposit,13,3613,130.0
deposit,14,3614,140.0
deposit,15,3615,150.0
deposit,16,3616,160.0
deposit,17,3617,170.0
deposit,18,3618,180.0
deposit,19,3619,190.0
deposit,20,3620,200.0
deposit,21,3621,210.0
deposit,22,3622,220.0
deposit,23,3623,230.0
deposit,24,3624,240.0
deposit,25,3625,250.0
deposit,26,3626,260.0
deposit,27,3627,270.0
deposit,28,3628,280.0
deposit,29,3629,290.0
deposit,30,3630,300.0
deposit,31,3631,310.0
deposit,32,3632,320.0
deposit,33,3633,330.0
deposit,34,3634,340.0
deposit,35,3635,350.0
deposit,36,3636,360.0
deposit,37,3637,370.0
deposit,38,3638,380.0
deposit,39,3639,390.0
deposit,40,3640,400.0
deposit,41,3641,410.0
deposit,42,3642,420.0
deposit,43,3643,430.0
deposit,44,3644,440.0
deposit,45,3645,450.0
deposit,46,3646,460.0
deposit,47,3647,470.0
deposit,48,3648,480.0
deposit,49,3649,490.0
deposit,50,3650,500.0
deposit,51,3651,510.0
deposit,52,3652,520.0
deposit,53,3653,530.0
deposit,54,3654,540.0
deposit,55,3655,550.0
deposit,56,3656,560.0
deposit,57,3657,570.0
deposit,58,3658,580.0
deposit,59,3659,590.0
deposit,60,3660,600.0
deposit,61,3661,610.0
deposit,62,3662,620.0
deposit,63,3663,630.0
deposit,64,3664,640.0
deposit,65,3665,650.0
deposit,66,3666,660.0
deposit,67,3667,670.0
deposit,68,3668,680.0
deposit,69,3669,690.0
deposit,70,3670,700.0
deposit,71,3671,710.0
deposit,72,3672,720.0
deposit,73,3673,730.0
deposit,74,3674,740.0
deposit,75,3675,750.0
deposit,76,3676,760.0
deposit,77,3677,770.0
deposit,78,3678,780.0
deposit,79,3679,790.0
deposit,80,3680,800.0
deposit,81,3681,810.0
deposit,82,3682,820.0
deposit,83,3683,830.0
deposit,84,3684,840.0
deposit,85,3685,850.0
deposit,86,3686,860.0
deposit,87,3687,870.0
deposit,88,3688,880.0
deposit,89,3689,890.0
deposit,90,3690,900.0
deposit,91,3691,910.0
deposit,92,3692,920.0
deposit,93,3693,930.0
deposit,94,3694,940.0
deposit,95,3695,950.0
deposit,96,3696,960.0
deposit,97,3697,970.0
deposit,98,3698,980.0
deposit,99,3699,990.0
deposit,100,3700,1000.0
deposit,1,3701,10.0
deposit,2,3702,20.0
deposit,3,3703,30.0
deposit,4,3704,40.0
deposit,5,3705,50.0
deposit,6,3706,60.0
deposit,7,3707,70.0
deposit,8,3708,80.0
deposit,9,3709,90.0
deposit,10,3710,100.0
deposit,11,3711,110.0
deposit,12,3712,120.0
deposit,13,3713,130.0
deposit,14,3714,140.0
deposit,15,3715,150.0
deposit,16,3716,160.0
deposit,17,3717,170.0
deposit,18,3718,180.0
deposit,19,3719,190.0
deposit,20,3720,200.0
deposit,21,3721,210.0
deposit,22,3722,220.0
deposit,23,3723,230.0
deposit,24,3724,240.0
deposit,25,3725,250.0
deposit,26,3726,260.0
deposit,27,3727,270.0
deposit,28,3728,280.0
deposit,29,3729,290.0
deposit,30,3730,300.0
deposit,31,3731,310.0
deposit,32,3732,320.0
deposit,33,3733,330.0
deposit,34,3734,340.0
deposit,35,3735,350.0
deposit,36,3736,360.0
deposit,37,3737,370.0
deposit,38,3738,380.0
deposit,39,3739,390.0
deposit,40,3740,400.0
deposit,41,3741,410.0
deposit,42,3742,420.0
deposit,43,3743,430.0
deposit,44,3744,440.0
deposit,45,3745,450.0
deposit,46,3746,460.0
deposit,47,3747,470.0
deposit,48,3748,480.0
deposit,49,3749,490.0
deposit,50,3750,500.0
deposit,51,3751,510.0
deposit,52,3752,520.0
deposit,53,3753,530.0
deposit,54,3754,540.0
deposit,55,3755,550.0
deposit,56,3756,560.0
deposit,57,3757,570.0
deposit,58,3758,580.0
deposit,59,3759,590.0
deposit,60,3760,600.0
deposit,61,3761,610.0
deposit,62,3762,620.0
deposit,63,3763,630.0
deposit,64,3764,640.0
deposit,65,3765,650.0
deposit,66,3766,660.0
deposit,67,3767,670.0
deposit,68,3768,680.0
deposit,69,3769,690.0
deposit,70,3770,700.0
deposit,71,3771,710.0
deposit,72,3772,720.0
deposit,73,3773,730.0
deposit,74,3774,740.0
